SOC [%],Voltage [V],Frequency [Hz],Re(Ztot) [Ohm],-Im(Ztot) [Ohm]
90,1.4681107,1.2596742,0.42314643,0.11079812
90,1.468127,1.0000639,0.43426692,0.11037542
90,1.4681325,0.79363066,0.44635269,0.11010078
90,1.4681294,0.63090527,0.4581998,0.11209346
90,1.4681491,0.50154078,0.46878847,0.1132705
90,1.468169,0.39774463,0.4785116,0.11475804
90,1.4681779,0.3161931,0.4898141,0.11866862
90,1.4681778,0.25122195,0.50161004,0.12329745
90,1.4681883,0.19933917,0.51280546,0.12813707
90,1.4682089,0.15860692,0.5241943,0.13220547
90,1.4682404,0.12593903,0.53460789,0.13707612
90,1.4682711,0.10007046,0.54611546,0.1420927
80,1.429755,100003.71,0.10116085,-0.19660394
80,1.4297566,79433.273,0.099998899,-0.15564546
80,1.4297563,63093.824,0.098596789,-0.12197627
80,1.4297605,50122.477,0.099631697,-0.09536726
80,1.4297638,39814.059,0.096948564,-0.074044496
80,1.4297663,31621.139,0.099474527,-0.057779074
80,1.4297644,25116.91,0.099593617,-0.04552152
80,1.4297633,19948.785,0.099921867,-0.034726515
80,1.4297702,15847.683,0.10004942,-0.025942225
80,1.4297698,12590.93,0.099799737,-0.018954184
80,1.4297694,10002.226,0.10169014,-0.01352996
80,1.4297738,7943.999,0.1013471,-0.009429262
80,1.4297582,6307.7339,0.10136636,-0.004166849
80,1.4297606,5011.604,0.10500018,-0.0011659531
80,1.42976,3981.2744,0.10558148,0.0017338061
80,1.4297656,3161.0117,0.10643145,0.0027140223
80,1.4297616,2510.8032,0.10790195,0.0022061074
80,1.42976,1995.6388,0.10967316,0.0079902038
80,1.4297632,1585.5074,0.10987055,0.0087242275
80,1.4297616,1258.7913,0.11243142,0.0098990472
80,1.4297625,1000.3202,0.1132388,0.010838463
80,1.4297659,794.23785,0.11418661,0.012385448
80,1.4297637,631.00964,0.11765125,0.012654425
80,1.4297628,501.44418,0.11849418,0.013509669
80,1.429762,398.08914,0.12259411,0.016511729
80,1.4297671,316.31589,0.1238923,0.015943395
80,1.4297706,251.04433,0.12563041,0.019495474
80,1.429773,199.55299,0.13005231,0.021193026
80,1.4297683,158.42841,0.13155249,0.023817299
80,1.4297677,125.84567,0.1339024,0.027226496
80,1.4297727,100.03201,0.13828766,0.028314801
80,1.429774,79.415512,0.14051816,0.032228082
80,1.4297717,63.082298,0.14557253,0.035251286
80,1.4297709,50.144421,0.14863545,0.036718447
80,1.4297721,39.808914,0.15448163,0.043349218
80,1.4297751,31.629555,0.15786509,0.049310878
80,1.4297742,25.104433,0.16483799,0.05564671
80,1.4297729,19.955299,0.17128247,0.062101852
80,1.4297699,15.857577,0.17881843,0.069208845
80,1.4297783,12.600809,0.19096602,0.0780304
80,1.4297779,10.003201,0.2021146,0.090370834
80,1.4297711,7.9395323,0.21734159,0.099169768
80,1.4297814,6.3105812,0.23451774,0.10713362
80,1.4297811,5.0080128,0.25400633,0.11452036
80,1.4297831,3.9778516,0.27499434,0.12010204
80,1.4297851,3.1629555,0.29493165,0.12309874
80,1.42979,2.5136747,0.31486747,0.1246786
80,1.4297866,1.99553,0.33514082,0.12462111
80,1.4297837,1.5853286,0.35370615,0.12285785
80,1.429794,1.2596742,0.36980128,0.12133976
80,1.4297954,1.0000639,0.38540557,0.11946063
80,1.4297937,0.79363066,0.40059552,0.11902738
80,1.4298068,0.63090527,0.41256574,0.11760114
80,1.4298161,0.50154078,0.42548382,0.11739744
80,1.4298173,0.39774463,0.43807763,0.11940881
80,1.4298234,0.3161931,0.44971797,0.12102169
80,1.429846,0.25122195,0.46093595,0.12332848
80,1.4298729,0.19933917,0.4718371,0.12565546
80,1.4298992,0.15860692,0.48351106,0.12916304
80,1.4299244,0.12593903,0.49658644,0.13448913
80,1.4299515,0.10007046,0.50992233,0.14021373
80,1.4302454,100003.71,0.10034072,-0.19657984
80,1.430189,79433.273,0.10022303,-0.15529151
80,1.4301808,63093.824,0.099376626,-0.12070965
80,1.4301691,50122.477,0.09632837,-0.09515819
80,1.4301676,39814.059,0.097186096,-0.073475339
80,1.4301594,31621.139,0.098817043,-0.057960957
80,1.4301507,25116.91,0.09897732,-0.045974694
80,1.4301567,19948.785,0.099786505,-0.033767413
80,1.4301518,15847.683,0.10070478,-0.0256762
80,1.4301435,12590.93,0.099221587,-0.017910486
80,1.4301363,10002.226,0.10021591,-0.013859152
80,1.4301388,7943.999,0.10006092,-0.0091676377
80,1.4301252,6307.7339,0.10250483,-0.0048738951
80,1.4301221,5011.604,0.1030844,-0.0011800723
80,1.4301189,3981.2744,0.10533016,0.0014607593
80,1.4301133,3161.0117,0.10515527,0.0039941138
80,1.4301156,2510.8032,0.10779569,0.005212035
80,1.4301097,1995.6388,0.10917456,0.0078809476
80,1.430108,1585.5074,0.11057042,0.008834199
80,1.4301049,1258.7913,0.11248719,0.010053696
80,1.4301113,1000.3202,0.11326822,0.011327663
80,1.4301075,794.23785,0.11467187,0.011961792
80,1.4301007,631.00964,0.11713491,0.013290763
80,1.4301021,501.44418,0.1191128,0.013761464
80,1.4300939,398.08914,0.12264276,0.016719349
80,1.430096,316.31589,0.12413464,0.019014537
80,1.430099,251.04433,0.12646897,0.019262657
80,1.430094,199.55299,0.12885308,0.020974368
80,1.4300894,158.42841,0.13060884,0.021134164
80,1.4300975,125.84567,0.13572778,0.02502506
80,1.4300882,100.03201,0.13760938,0.026633281
80,1.430087,79.415512,0.1409981,0.030473255
80,1.4300882,63.082298,0.14520018,0.034769345
80,1.4300867,50.144421,0.15036625,0.038479842
80,1.4300814,39.808914,0.15290779,0.042385083
80,1.4300869,31.629555,0.15832113,0.04712319
80,1.4300889,25.104433,0.16580656,0.054839343
80,1.4300923,19.955299,0.17251208,0.06293004
80,1.4300812,15.857577,0.18108539,0.072252512
80,1.4300889,12.600809,0.19079588,0.079112589
80,1.4300941,10.003201,0.20353782,0.088278994
80,1.4300891,7.9395323,0.21953081,0.096763432
80,1.4300945,6.3105812,0.23542635,0.10455289
80,1.4300981,5.0080128,0.25520769,0.11037283
80,1.4300886,3.9778516,0.2753579,0.11537655
80,1.4300948,3.1629555,0.29534864,0.11691008
80,1.430097,2.5136747,0.31449586,0.11824936
80,1.4300895,1.99553,0.33362153,0.1165942
80,1.4300932,1.5853286,0.35063276,0.11541966
80,1.430092,1.2596742,0.36720076,0.1137197
80,1.4300971,1.0000639,0.38126293,0.11153945
80,1.4300907,0.79363066,0.39609575,0.11122165
80,1.4300971,0.63090527,0.40882328,0.11124923
80,1.4301107,0.50154078,0.42082,0.1109582
80,1.4301126,0.39774463,0.43398005,0.11318782
80,1.4301087,0.3161931,0.44657314,0.11646894
80,1.4301186,0.25122195,0.45886338,0.11956
80,1.4301399,0.19933917,0.47004226,0.12314169
80,1.4301684,0.15860692,0.48128995,0.12723196
80,1.4301965,0.12593903,0.49448475,0.13237365
80,1.4302189,0.10007046,0.50868207,0.13897398
70,1.389812,100003.71,0.11111506,-0.19800925
70,1.3898176,79433.273,0.10726295,-0.1579314
70,1.3898246,63093.824,0.10911197,-0.12519488
70,1.3898215,50122.477,0.10485814,-0.094008237
70,1.3898224,39814.059,0.10730329,-0.072516553
70,1.3898249,31621.139,0.10790634,-0.056010161
70,1.3898244,25116.91,0.10824065,-0.045396533
70,1.3898332,19948.785,0.10927214,-0.033408847
70,1.3898294,15847.683,0.10822339,-0.025376702
70,1.3898329,12590.93,0.10907661,-0.01901288
70,1.3898293,10002.226,0.11042625,-0.01369794
70,1.3898338,7943.999,0.11136442,-0.0069789896
70,1.3898234,6307.7339,0.11310856,-0.0024938132
70,1.3898166,5011.604,0.11465097,0.0021876341
70,1.3898231,3981.2744,0.11517709,0.0020415036
70,1.3898195,3161.0117,0.11670583,0.0038439033
70,1.3898202,2510.8032,0.11887577,0.0067811818
70,1.3898237,1995.6388,0.12037391,0.0096934559
70,1.3898284,1585.5074,0.12217172,0.010298807
70,1.389825,1258.7913,0.12319956,0.011580167
70,1.389828,1000.3202,0.12690684,0.01212573
70,1.3898299,794.23785,0.12914775,0.013177719
70,1.3898182,631.00964,0.12945984,0.015690248
70,1.3898239,501.44418,0.1311308,0.016852105
70,1.3898274,398.08914,0.13679846,0.017609147
70,1.3898126,316.31589,0.13708441,0.019843195
70,1.3898333,251.04433,0.14181265,0.023345368
70,1.3898302,199.55299,0.14404334,0.023309279
70,1.3898244,158.42841,0.14756221,0.024415422
70,1.3898271,125.84567,0.14983477,0.02577533
70,1.3898286,100.03201,0.15280966,0.027957974
70,1.3898278,79.415512,0.15704679,0.031821184
70,1.3898293,63.082298,0.16297069,0.03553763
70,1.3898325,50.144421,0.16595948,0.039172325
70,1.3898305,39.808914,0.16885726,0.043195009
70,1.3898371,31.629555,0.17426017,0.04795222
70,1.3898419,25.104433,0.18092646,0.054220293
70,1.3898394,19.955299,0.18748657,0.05913727
70,1.3898436,15.857577,0.19371834,0.068227164
70,1.3898324,12.600809,0.20053753,0.077371106
70,1.3898305,10.003201,0.21195976,0.085134588
70,1.3898345,7.9395323,0.22274756,0.0966295
70,1.3898357,6.3105812,0.23790975,0.10930342
70,1.389832,5.0080128,0.25418478,0.12128296
70,1.3898404,3.9778516,0.27378047,0.13299125
70,1.3898467,3.1629555,0.29657781,0.14411236
70,1.3898491,2.5136747,0.32108292,0.1522989
70,1.3898505,1.99553,0.34782919,0.15706885
70,1.3898424,1.5853286,0.37514898,0.16106938
70,1.3898569,1.2596742,0.40065184,0.16069154
70,1.389855,1.0000639,0.42536089,0.15905702
70,1.389858,0.79363066,0.44774327,0.1570214
70,1.3898752,0.63090527,0.46715161,0.15261564
70,1.3898804,0.50154078,0.48627159,0.15049881
70,1.3898811,0.39774463,0.50345922,0.14921631
70,1.3898929,0.3161931,0.5189057,0.14751531
70,1.3899198,0.25122195,0.53296733,0.14688377
70,1.3899462,0.19933917,0.54657,0.14713462
70,1.3899685,0.15860692,0.56060886,0.14978108
70,1.3899847,0.12593903,0.57491362,0.15383907
70,1.3900115,0.10007046,0.58895785,0.15727817
70,1.3902586,100003.71,0.10870318,-0.19640867
70,1.390227,79433.273,0.10790147,-0.15513907
70,1.3902256,63093.824,0.10621439,-0.12582323
70,1.3902141,50122.477,0.10387997,-0.095152438
70,1.3902148,39814.059,0.10463126,-0.072743453
70,1.3902118,31621.139,0.10753694,-0.057257216
70,1.3902075,25116.91,0.10718204,-0.044563834
70,1.3902019,19948.785,0.10809009,-0.03418611
70,1.390196,15847.683,0.10766999,-0.025390405
70,1.3901932,12590.93,0.11005475,-0.018521409
70,1.3901932,10002.226,0.10950354,-0.012728316
70,1.3901917,7943.999,0.10976096,-0.0062443498
70,1.390178,6307.7339,0.11239009,-0.0038923142
70,1.3901731,5011.604,0.11231826,-0.00012844773
70,1.3901707,3981.2744,0.11436465,0.0010642637
70,1.3901643,3161.0117,0.11712262,0.0059306324
70,1.390165,2510.8032,0.11868319,0.0066674352
70,1.3901638,1995.6388,0.11922387,0.0098997327
70,1.3901653,1585.5074,0.12215918,0.0085410997
70,1.3901623,1258.7913,0.12401161,0.011127015
70,1.3901687,1000.3202,0.12612231,0.013941285
70,1.3901639,794.23785,0.12785897,0.014231385
70,1.3901631,631.00964,0.12919253,0.015538457
70,1.3901581,501.44418,0.13200027,0.017949143
70,1.390157,398.08914,0.13640311,0.018736815
70,1.3901541,316.31589,0.13754037,0.018800545
70,1.3901627,251.04433,0.14000189,0.021085061
70,1.3901532,199.55299,0.1439653,0.023194849
70,1.3901606,158.42841,0.14591534,0.02432511
70,1.3901546,125.84567,0.14742434,0.027231857
70,1.3901547,100.03201,0.15248559,0.02976938
70,1.390157,79.415512,0.15494294,0.032418586
70,1.3901571,63.082298,0.16011333,0.0354014
70,1.3901526,50.144421,0.1627802,0.038734145
70,1.3901501,39.808914,0.1690153,0.042048674
70,1.3901496,31.629555,0.17456976,0.047552373
70,1.3901536,25.104433,0.17948775,0.055246111
70,1.390151,19.955299,0.18571566,0.06034366
70,1.3901472,15.857577,0.19362684,0.067097239
70,1.3901491,12.600809,0.20063347,0.075040944
70,1.3901418,10.003201,0.21079937,0.085226342
70,1.3901513,7.9395323,0.22396098,0.09637969
70,1.3901459,6.3105812,0.238235,0.10788888
70,1.3901412,5.0080128,0.25384784,0.11812962
70,1.3901428,3.9778516,0.27504617,0.13048913
70,1.3901416,3.1629555,0.29723313,0.1402263
70,1.3901402,2.5136747,0.32205346,0.14773934
70,1.3901516,1.99553,0.3481181,0.15210895
70,1.3901494,1.5853286,0.37550294,0.1535199
70,1.3901514,1.2596742,0.39923504,0.15288365
70,1.3901494,1.0000639,0.42398992,0.15176338
70,1.3901641,0.79363066,0.44424525,0.14753515
70,1.3901618,0.63090527,0.4644123,0.14550538
70,1.3901572,0.50154078,0.48295742,0.14392631
70,1.3901689,0.39774463,0.4992224,0.14209253
70,1.3901862,0.3161931,0.51335764,0.14126627
70,1.3901973,0.25122195,0.52873087,0.14206472
70,1.3901973,0.19933917,0.54395688,0.14500237
70,1.3902022,0.15860692,0.55856603,0.14861028
70,1.3902242,0.12593903,0.5726226,0.15164757
70,1.390265,0.10007046,0.58584034,0.15554015
60,1.356362,100003.71,0.11438478,-0.1956825
60,1.3563627,79433.273,0.1119137,-0.15700136
60,1.3563612,63093.824,0.11147927,-0.12144063
60,1.356369,50122.477,0.10839983,-0.094385915
60,1.3563622,39814.059,0.10927401,-0.072215207
60,1.3563684,31621.139,0.1125512,-0.055244811
60,1.3563669,25116.91,0.11313684,-0.043985829
60,1.3563665,19948.785,0.11288573,-0.032344826
60,1.3563725,15847.683,0.11308047,-0.02338638
60,1.3563656,12590.93,0.11563803,-0.017976839
60,1.3563682,10002.226,0.11648502,-0.0097825853
60,1.3563769,7943.999,0.11745187,-0.0046431441
60,1.3563595,6307.7339,0.11975239,-0.0018004955
60,1.3563547,5011.604,0.12257487,0.002258579
60,1.3563583,3981.2744,0.12251107,0.0053770626
60,1.3563565,3161.0117,0.12467846,0.0086071035
60,1.3563614,2510.8032,0.12611482,0.0080528026
60,1.3563638,1995.6388,0.12878808,0.010854808
60,1.3563603,1585.5074,0.13078743,0.012086679
60,1.3563639,1258.7913,0.13474087,0.014515707
60,1.3563627,1000.3202,0.13544856,0.016027374
60,1.356366,794.23785,0.13724697,0.016589684
60,1.3563645,631.00964,0.14226919,0.017333863
60,1.3563614,501.44418,0.14112124,0.019592762
60,1.3563634,398.08914,0.14543271,0.020128882
60,1.3563668,316.31589,0.14750241,0.022502556
60,1.3563614,251.04433,0.15221891,0.023780445
60,1.3563651,199.55299,0.15625001,0.025538562
60,1.3563675,158.42841,0.15815368,0.028126808
60,1.3563672,125.84567,0.16165677,0.030584536
60,1.3563741,100.03201,0.16636053,0.032367628
60,1.3563726,79.415512,0.17013034,0.03567319
60,1.3563683,63.082298,0.17436196,0.037640404
60,1.3563696,50.144421,0.17932415,0.040379036
60,1.3563702,39.808914,0.18431032,0.045935962
60,1.3563689,31.629555,0.18862358,0.0491064
60,1.3563708,25.104433,0.1945748,0.055796724
60,1.3563794,19.955299,0.20180891,0.06092089
60,1.3563794,15.857577,0.20816924,0.068262674
60,1.3563817,12.600809,0.21720988,0.075306788
60,1.3563733,10.003201,0.22597793,0.084175833
60,1.3563732,7.9395323,0.23660304,0.096930765
60,1.3563792,6.3105812,0.24941587,0.10908863
60,1.3563763,5.0080128,0.26448432,0.12390202
60,1.3563864,3.9778516,0.28186414,0.13953437
60,1.3563911,3.1629555,0.30472699,0.15342756
60,1.3563951,2.5136747,0.3297967,0.16840576
60,1.3563955,1.99553,0.35971391,0.18095832
60,1.3563862,1.5853286,0.39140096,0.19027923
60,1.3563994,1.2596742,0.42401022,0.19582157
60,1.3563918,1.0000639,0.45743328,0.1975231
60,1.3564007,0.79363066,0.488498,0.19628184
60,1.3564155,0.63090527,0.517129,0.19125494
60,1.3564148,0.50154078,0.54463047,0.18753949
