SOC [%],Voltage [V],Frequency [Hz],Re(Ztot) [Ohm],-Im(Ztot) [Ohm]
100,1.60564788333333,1258.7913,0.2409082,0.137125155
100,1.60567776666667,1000.3202,0.246582666666667,0.16359375
100,1.60570891666667,794.23785,0.2522699,0.197889733333333
100,1.60573483333333,631.00964,0.25863695,0.242565733333333
100,1.60576343333333,501.44418,0.265792266666667,0.296366716666667
100,1.60579475,398.08914,0.27381845,0.364695266666667
100,1.60581986666667,316.31589,0.286032616666667,0.451325733333333
100,1.60584465,251.04433,0.298643933333333,0.556460216666667
100,1.60587025,199.55299,0.31810805,0.692111016666667
100,1.60589981666667,158.42841,0.346849883333333,0.858555
100,1.60592588333333,125.84567,0.387924866666667,1.06733616666667
100,1.60596211666667,100.03201,0.451046116666667,1.32398835
100,1.60599946666667,79.415512,0.537921633333333,1.63775253333333
100,1.606009,63.082298,0.670829383333333,2.0189855
100,1.60603856666667,50.144421,0.8766323,2.47079366666667
100,1.60611805,39.808914,1.16018033333333,2.990688
100,1.606143,31.629555,1.57446686666667,3.57958633333333
100,1.60617716666667,25.104433,2.15108633333333,4.193897
100,1.60616921666667,19.955299,2.89699833333333,4.79249383333333
100,1.60619148333333,15.857577,3.85200683333333,5.275066
100,1.60630416666667,12.600809,4.88965866666667,5.5858815
100,1.60629065,10.003201,6.01258083333333,5.69933133333333
100,1.60633341666667,7.9395323,7.12420333333333,5.60965733333333
100,1.60622708333333,6.3105812,8.20959733333333,5.42733833333333
100,1.60643386666667,5.014442,9.03926783333333,4.99007283333333
100,1.60643211666667,3.9778516,9.75805216666667,4.60820166666667
100,1.60638428333333,3.1603963,10.4177691666667,4.15292366666667
100,1.60639428333333,2.5136747,10.9569308333333,3.78682166666667
100,1.60649745,1.9970603,11.293082,3.413827
100,1.60662936666667,1.5846856,11.5972735,3.02626316666667
100,1.60675048333333,1.2596742,11.8799235,2.70700483333333
100,1.6068519,1.0000639,12.1074663333333,2.44861166666667
100,1.60693136666667,0.79443753,12.3381373333333,2.22550466666667
100,1.6070269,0.63126212,12.5690193333333,2.06422933333333
100,1.60706821666667,0.50118679,12.8095156666667,1.96445916666667
100,1.60717678333333,0.39774463,12.9664496666667,1.9282025
100,1.60735353333333,0.3161931,13.0734253333333,1.90382566666667
100,1.60757748333333,0.25117347,13.2360203333333,1.861136
100,1.60782273333333,0.19933917,13.4942156666667,1.852113
100,1.60806878333333,0.15846856,13.7921968333333,1.89504183333333
100,1.60828305,0.12590654,14.1035448333333,1.97186366666667
100,1.60842848333333,0.09990409,14.4429156666667,2.07614483333333
90,1.48319736666667,100003.71,0.159875581666667,-0.0579347266666667
90,1.48320006666667,79433.273,0.15874671,-0.0458472966666667
90,1.48320086666667,63093.824,0.157890916666667,-0.0355355766666667
90,1.48320118333333,50122.477,0.158000946666667,-0.0271354
90,1.48320086666667,39814.059,0.157714,-0.0209921133333333
90,1.48320071666667,31621.139,0.158383985,-0.0151284126666667
90,1.48320086666667,25116.91,0.157821655,-0.0109843711666667
90,1.48320071666667,19948.785,0.158008316666667,-0.00736571166666667
90,1.48320071666667,15847.683,0.158821295,-0.00381380533333333
90,1.48320023333333,12590.93,0.159905373333333,-0.00165854053333333
90,1.48320118333333,10002.226,0.160384436666667,0.000490572116666667
90,1.48320245,7943.999,0.162117441666667,0.00284389566666667
90,1.48319928333333,6307.7339,0.16232886,0.00429471
90,1.48319928333333,5011.604,0.163864651666667,0.00603046766666667
90,1.4831988,3981.2744,0.165640205,0.00750285383333333
90,1.4831988,3161.0117,0.167026816666667,0.00798545783333333
90,1.48320023333333,2510.8032,0.16829355,0.00960108883333333
90,1.48319991666667,1995.6388,0.169561716666667,0.0107178378333333
90,1.48320023333333,1585.5074,0.171986383333333,0.0112247913333333
90,1.48319896666667,1258.7913,0.173123733333333,0.0128477066666667
90,1.4831996,1000.3202,0.174895566666667,0.0135083683333333
90,1.48320023333333,794.23785,0.177550516666667,0.0147490588333333
90,1.48320006666667,631.00964,0.178527916666667,0.0164029921666667
90,1.48319991666667,501.44418,0.181075183333333,0.0167321583333333
90,1.48319975,398.08914,0.182899866666667,0.0193685933333333
90,1.48320071666667,316.31589,0.1848204,0.0214451433333333
90,1.48320055,251.04433,0.187377033333333,0.023334645
90,1.48320023333333,199.55299,0.189733366666667,0.0262723883333333
90,1.48320086666667,158.42841,0.192415483333333,0.0287533383333333
90,1.48320118333333,125.84567,0.1954426,0.0330644183333333
90,1.48320023333333,100.03201,0.198863916666667,0.0366531316666667
90,1.48320086666667,79.415512,0.201985166666667,0.042160595
90,1.48320006666667,63.082298,0.2055014,0.0482932283333333
90,1.4831996,50.144421,0.209700966666667,0.0561984533333333
90,1.48319911666667,39.808914,0.214426433333333,0.0649998283333333
90,1.48320086666667,31.629555,0.2204445,0.07683818
90,1.48320023333333,25.104433,0.227095683333333,0.0910117916666667
90,1.48320006666667,19.955299,0.235956566666667,0.10720106
90,1.48320135,15.857577,0.246441566666667,0.126038431666667
90,1.48319943333333,12.600809,0.2606921,0.149157325
90,1.48319593333333,10.003201,0.279014366666667,0.1739907
90,1.48319626666667,7.9395323,0.304350116666667,0.202509633333333
90,1.4831934,6.3105812,0.33436405,0.232761183333333
90,1.48318975,5.0080128,0.37252775,0.263420316666667
90,1.48319865,3.9778516,0.418235666666667,0.291353416666667
90,1.48319975,3.1629555,0.4705956,0.3148014
90,1.4832023,2.5136747,0.52744135,0.332772033333333
90,1.48320373333333,1.99553,0.5869714,0.343845483333333
90,1.48319038333333,1.5853286,0.645678433333333,0.348499066666667
