SOC [%],Voltage [V],Frequency [Hz],Re(Ztot) [Ohm],-Im(Ztot) [Ohm]
60,1.3570884,1.99553,0.38314742,0.18016943
60,1.3570819,1.5853286,0.41457757,0.19161524
60,1.3570911,1.2596742,0.44872108,0.19892813
60,1.3570825,1.0000639,0.48416087,0.20265931
60,1.3570848,0.79363066,0.51828963,0.20232801
60,1.357097,0.63090527,0.54887903,0.19769925
60,1.3570892,0.50154078,0.57874405,0.19459459
60,1.3570821,0.39774463,0.60492873,0.1906721
60,1.3570908,0.3161931,0.62810796,0.18551956
60,1.3571075,0.25122195,0.64820105,0.18114157
60,1.3571193,0.19933917,0.66742247,0.17782634
60,1.3571202,0.15860692,0.68674982,0.17810835
60,1.3571186,0.12593903,0.70555896,0.18004347
60,1.3571254,0.10007046,0.72346282,0.18196887
