SOC [%],Voltage [V],Frequency [Hz],Re(Ztot) [Ohm],-Im(Ztot) [Ohm]
40,1.3073045,7.9395323,0.34202328,0.10702503
40,1.3073167,6.3105812,0.35457227,0.11992835
40,1.3073176,5.0080128,0.36819214,0.13311398
40,1.3073134,3.9778516,0.38350916,0.15005544
40,1.3073292,3.1629555,0.40072668,0.17055073
40,1.3073372,2.5136747,0.42161387,0.1938341
40,1.3073225,1.99553,0.44876513,0.21925153
40,1.307318,1.5853286,0.47876665,0.2476837
40,1.3073325,1.2596742,0.51665634,0.27799958
40,1.3073287,1.0000639,0.56288785,0.30567127
40,1.3073227,0.79363066,0.61633092,0.33162034
40,1.307346,0.63090527,0.67636359,0.34993497
40,1.3073561,0.50154078,0.73945612,0.35937744
40,1.3073512,0.39774463,0.80248928,0.36088413
40,1.3073604,0.3161931,0.86121821,0.35313874
40,1.3073856,0.25122195,0.91362613,0.34031931
40,1.3074189,0.19933917,0.95903379,0.32482293
40,1.307444,0.15860692,0.99858201,0.31082484
40,1.3074607,0.12593903,1.0344483,0.29936445
40,1.3074762,0.10007046,1.0663129,0.29047811
40,1.3078941,100003.71,0.15497974,-0.16848461
40,1.3077953,79433.273,0.15367097,-0.13245511
40,1.3077849,63093.824,0.15193239,-0.1010295
40,1.307772,50122.477,0.15202734,-0.078273982
40,1.3077664,39814.059,0.15222217,-0.058672536
40,1.3077617,31621.139,0.15518022,-0.043704268
40,1.3077543,25116.91,0.15511706,-0.032902144
40,1.3077334,19948.785,0.15525518,-0.022156019
40,1.3077362,15847.683,0.15928267,-0.013391213
40,1.3077227,12590.93,0.15823278,-0.0074397265
40,1.307722,10002.226,0.16014764,-0.0023524724
40,1.3077167,7943.999,0.16275714,0.0063989135
40,1.3077004,6307.7339,0.1649407,0.0076926453
40,1.3076992,5011.604,0.17017388,0.014486761
40,1.3076954,3981.2744,0.17207666,0.016918037
40,1.3076867,3161.0117,0.17485245,0.019882368
40,1.3076874,2510.8032,0.17963435,0.022742234
40,1.3076771,1995.6388,0.18251111,0.02365366
40,1.3076787,1585.5074,0.18853511,0.025991078
40,1.3076711,1258.7913,0.18992677,0.028075557
40,1.3076746,1000.3202,0.19518958,0.029975053
40,1.3076621,794.23785,0.20109458,0.03009625
40,1.3076588,631.00964,0.20647942,0.033670343
40,1.3076578,501.44418,0.21096836,0.03429541
40,1.3076577,398.08914,0.21609633,0.036244813
40,1.3076587,316.31589,0.2207457,0.037427958
40,1.3076546,251.04433,0.22702569,0.039388493
40,1.3076496,199.55299,0.23242599,0.040167131
40,1.3076564,158.42841,0.23605318,0.042129476
40,1.3076534,125.84567,0.24435107,0.044918291
40,1.3076483,100.03201,0.25061154,0.045775305
40,1.3076479,79.415512,0.25617635,0.048880663
40,1.3076433,63.082298,0.26267222,0.051832136
40,1.3076442,50.144421,0.26968262,0.055944704
40,1.3076375,39.808914,0.27850664,0.061113995
40,1.3076415,31.629555,0.28427061,0.063082747
40,1.3076347,25.104433,0.29295689,0.068351619
40,1.3076382,19.955299,0.30305243,0.076112032
40,1.3076334,15.857577,0.31041527,0.080586396
40,1.3076361,12.600809,0.3215569,0.088579364
40,1.3076403,10.003201,0.33227324,0.098731838
40,1.3076236,7.9395323,0.34288129,0.10727771
40,1.3076326,6.3105812,0.3561146,0.11990152
40,1.3076416,5.0080128,0.3685171,0.13385129
40,1.3076297,3.9778516,0.38448206,0.1512883
40,1.3076353,3.1629555,0.40153193,0.1703434
40,1.30764,2.5136747,0.42376813,0.19311723
40,1.3076259,1.99553,0.45019171,0.21881509
40,1.3076226,1.5853286,0.48222619,0.24598868
40,1.3076248,1.2596742,0.52142781,0.27468243
40,1.3076246,1.0000639,0.56809151,0.3006801
40,1.3076094,0.79363066,0.62192219,0.32430789
40,1.3076212,0.63090527,0.68057871,0.34058005
40,1.3076243,0.50154078,0.74259579,0.34848791
40,1.307613,0.39774463,0.8041113,0.35102186
40,1.3076079,0.3161931,0.8611601,0.34507218
40,1.3076185,0.25122195,0.91276109,0.33393544
40,1.3076397,0.19933917,0.95790499,0.32068333
40,1.3076589,0.15860692,0.99748981,0.30754602
40,1.3076695,0.12593903,1.0336754,0.29771683
40,1.3076756,0.10007046,1.0662862,0.29011351
