SOC [%],Voltage [V],Frequency [Hz],Re(Ztot) [Ohm],-Im(Ztot) [Ohm]
50,1.3354189,0.15860692,0.82401174,0.22715126
50,1.335428,0.12593903,0.84728169,0.22361787
50,1.3354399,0.10007046,0.86914855,0.22096412
50,1.3356835,100003.71,0.13847609,-0.1867062
50,1.3356509,79433.273,0.13800161,-0.14498529
50,1.3356494,63093.824,0.13771632,-0.11200243
50,1.3356403,50122.477,0.13854374,-0.086386546
50,1.3356385,39814.059,0.13846657,-0.065515459
50,1.335636,31621.139,0.13995764,-0.0480262
50,1.3356287,25116.91,0.1437389,-0.036853939
50,1.3356278,19948.785,0.14395036,-0.025344385
50,1.3356175,15847.683,0.14587189,-0.01740171
50,1.3356222,12590.93,0.1470698,-0.0096248481
50,1.3356136,10002.226,0.15087949,-0.0035960528
50,1.335609,7943.999,0.15156084,0.00093374267
50,1.3356018,6307.7339,0.15283947,0.005250378
50,1.3355937,5011.604,0.15647005,0.0078852782
50,1.3355899,3981.2744,0.15890703,0.011251562
50,1.33559,3161.0117,0.16296723,0.014706204
50,1.335584,2510.8032,0.16525722,0.016587259
50,1.3355895,1995.6388,0.16936769,0.018468427
50,1.3355892,1585.5074,0.17241074,0.021081215
50,1.3355818,1258.7913,0.17525767,0.022189593
50,1.3355846,1000.3202,0.17840099,0.022788076
50,1.3355806,794.23785,0.18275072,0.024007458
50,1.3355722,631.00964,0.18405545,0.025036195
50,1.3355739,501.44418,0.18914987,0.025326896
50,1.3355739,398.08914,0.19323991,0.026840856
50,1.3355747,316.31589,0.19599816,0.028104009
50,1.3355718,251.04433,0.20176065,0.028698014
50,1.3355694,199.55299,0.20516731,0.030660285
50,1.3355724,158.42841,0.20959784,0.034616955
50,1.3355726,125.84567,0.21321194,0.03593694
50,1.3355631,100.03201,0.21912007,0.037875317
50,1.3355629,79.415512,0.22212392,0.040438261
50,1.3355639,63.082298,0.2288276,0.044169966
50,1.33557,50.144421,0.23325656,0.047078516
50,1.3355693,39.808914,0.23873134,0.052198913
50,1.3355668,31.629555,0.24506737,0.056221396
50,1.3355565,25.104433,0.25122762,0.059319578
50,1.3355618,19.955299,0.26008144,0.066747427
50,1.3355634,15.857577,0.26887786,0.073893897
50,1.3355619,12.600809,0.27642861,0.08240664
50,1.3355683,10.003201,0.2867628,0.088949911
50,1.3355528,7.9395323,0.29613355,0.099863417
50,1.3355645,6.3105812,0.30900335,0.11335181
50,1.3355652,5.0080128,0.32131222,0.12988472
50,1.3355604,3.9778516,0.33951819,0.14615346
50,1.3355632,3.1629555,0.3588948,0.16517545
50,1.3355689,2.5136747,0.38319498,0.18586783
50,1.3355602,1.99553,0.4133817,0.20643947
50,1.3355601,1.5853286,0.44805637,0.22615455
50,1.3355625,1.2596742,0.4889487,0.24343218
50,1.3355618,1.0000639,0.53291005,0.25504488
50,1.3355561,0.79363066,0.57936084,0.26315403
50,1.335565,0.63090527,0.62415546,0.26300156
50,1.3355683,0.50154078,0.66690236,0.25883156
50,1.3355608,0.39774463,0.70644969,0.25394326
50,1.3355551,0.3161931,0.74065906,0.24635708
50,1.3355681,0.25122195,0.77132726,0.23808137
50,1.3355852,0.19933917,0.79799795,0.23030306
50,1.3356049,0.15860692,0.82190096,0.22415221
50,1.3356153,0.12593903,0.84622717,0.22181095
50,1.335618,0.10007046,0.8695305,0.2211062
